Bevölkerung nach Alter, Geschlecht und Gemeinden, 2012-2015 | population by age, sex and lau2, 2012-2015;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;AGE_GROUP;POP_TOTAL;POP_MALE;POP_FEMALE;YEAR
AT1;AT12;AT126;30822;Großhofen;80_84;2;1;1;2013
AT1;AT12;AT126;30822;Großhofen;85_89;0;0;0;2013
AT1;AT12;AT126;30822;Großhofen;90_94;0;0;0;2013
AT1;AT12;AT126;30822;Großhofen;95_;1;0;1;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;0_4;62;36;26;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;5_9;61;29;32;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;10_14;92;51;41;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;15_19;99;56;43;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;20_24;79;39;40;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;25_29;63;33;30;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;30_34;73;37;36;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;35_39;70;31;39;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;40_44;97;51;46;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;45_49;135;70;65;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;50_54;106;48;58;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;55_59;93;45;48;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;60_64;57;36;21;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;65_69;40;21;19;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;70_74;43;14;29;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;75_79;54;25;29;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;80_84;44;19;25;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;85_89;19;8;11;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;90_94;4;1;3;2013
AT1;AT12;AT126;30824;Groß-Schweinbarth;95_;0;0;0;2013
AT1;AT12;AT126;30825;Haringsee;0_4;49;22;27;2013
AT1;AT12;AT126;30825;Haringsee;5_9;67;28;39;2013
AT1;AT12;AT126;30825;Haringsee;10_14;66;40;26;2013
AT1;AT12;AT126;30825;Haringsee;15_19;45;20;25;2013
AT1;AT12;AT126;30825;Haringsee;20_24;63;42;21;2013
AT1;AT12;AT126;30825;Haringsee;25_29;67;32;35;2013
AT1;AT12;AT126;30825;Haringsee;30_34;66;31;35;2013
AT1;AT12;AT126;30825;Haringsee;35_39;66;35;31;2013
AT1;AT12;AT126;30825;Haringsee;40_44;90;42;48;2013
AT1;AT12;AT126;30825;Haringsee;45_49;99;48;51;2013
AT1;AT12;AT126;30825;Haringsee;50_54;98;48;50;2013
AT1;AT12;AT126;30825;Haringsee;55_59;94;48;46;2013
AT1;AT12;AT126;30825;Haringsee;60_64;83;45;38;2013
AT1;AT12;AT126;30825;Haringsee;65_69;43;26;17;2013
AT1;AT12;AT126;30825;Haringsee;70_74;46;20;26;2013
AT1;AT12;AT126;30825;Haringsee;75_79;40;17;23;2013
AT1;AT12;AT126;30825;Haringsee;80_84;43;20;23;2013
AT1;AT12;AT126;30825;Haringsee;85_89;20;7;13;2013
AT1;AT12;AT126;30825;Haringsee;90_94;7;1;6;2013
AT1;AT12;AT126;30825;Haringsee;95_;1;0;1;2013
AT1;AT12;AT125;30826;Hauskirchen;0_4;51;26;25;2013
AT1;AT12;AT125;30826;Hauskirchen;5_9;47;30;17;2013
AT1;AT12;AT125;30826;Hauskirchen;10_14;59;30;29;2013
AT1;AT12;AT125;30826;Hauskirchen;15_19;58;32;26;2013
AT1;AT12;AT125;30826;Hauskirchen;20_24;54;35;19;2013
AT1;AT12;AT125;30826;Hauskirchen;25_29;68;36;32;2013
AT1;AT12;AT125;30826;Hauskirchen;30_34;65;35;30;2013
AT1;AT12;AT125;30826;Hauskirchen;35_39;76;43;33;2013
AT1;AT12;AT125;30826;Hauskirchen;40_44;88;46;42;2013
AT1;AT12;AT125;30826;Hauskirchen;45_49;93;44;49;2013
AT1;AT12;AT125;30826;Hauskirchen;50_54;108;53;55;2013
AT1;AT12;AT125;30826;Hauskirchen;55_59;107;57;50;2013
AT1;AT12;AT125;30826;Hauskirchen;60_64;97;49;48;2013
AT1;AT12;AT125;30826;Hauskirchen;65_69;58;28;30;2013
AT1;AT12;AT125;30826;Hauskirchen;70_74;76;31;45;2013
AT1;AT12;AT125;30826;Hauskirchen;75_79;59;27;32;2013
AT1;AT12;AT125;30826;Hauskirchen;80_84;35;13;22;2013
AT1;AT12;AT125;30826;Hauskirchen;85_89;21;5;16;2013
AT1;AT12;AT125;30826;Hauskirchen;90_94;11;3;8;2013
AT1;AT12;AT125;30826;Hauskirchen;95_;2;0;2;2013
AT1;AT12;AT125;30827;Hohenau an der March;0_4;108;61;47;2013
AT1;AT12;AT125;30827;Hohenau an der March;5_9;92;44;48;2013
AT1;AT12;AT125;30827;Hohenau an der March;10_14;123;62;61;2013
AT1;AT12;AT125;30827;Hohenau an der March;15_19;158;77;81;2013
AT1;AT12;AT125;30827;Hohenau an der March;20_24;128;63;65;2013
AT1;AT12;AT125;30827;Hohenau an der March;25_29;104;50;54;2013
AT1;AT12;AT125;30827;Hohenau an der March;30_34;143;67;76;2013
AT1;AT12;AT125;30827;Hohenau an der March;35_39;155;72;83;2013
AT1;AT12;AT125;30827;Hohenau an der March;40_44;176;95;81;2013
AT1;AT12;AT125;30827;Hohenau an der March;45_49;230;119;111;2013
AT1;AT12;AT125;30827;Hohenau an der March;50_54;221;117;104;2013
AT1;AT12;AT125;30827;Hohenau an der March;55_59;199;92;107;2013
AT1;AT12;AT125;30827;Hohenau an der March;60_64;186;90;96;2013
AT1;AT12;AT125;30827;Hohenau an der March;65_69;152;81;71;2013
AT1;AT12;AT125;30827;Hohenau an der March;70_74;183;81;102;2013
AT1;AT12;AT125;30827;Hohenau an der March;75_79;98;26;72;2013
AT1;AT12;AT125;30827;Hohenau an der March;80_84;108;36;72;2013
AT1;AT12;AT125;30827;Hohenau an der March;85_89;54;18;36;2013
AT1;AT12;AT125;30827;Hohenau an der March;90_94;29;9;20;2013
AT1;AT12;AT125;30827;Hohenau an der March;95_;6;1;5;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;0_4;38;25;13;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;5_9;38;18;20;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;10_14;48;25;23;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;15_19;38;18;20;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;20_24;52;26;26;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;25_29;54;23;31;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;30_34;55;31;24;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;35_39;57;30;27;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;40_44;76;47;29;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;45_49;71;34;37;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;50_54;65;31;34;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;55_59;69;37;32;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;60_64;57;29;28;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;65_69;32;19;13;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;70_74;50;25;25;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;75_79;43;24;19;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;80_84;37;10;27;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;85_89;11;5;6;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;90_94;8;1;7;2013
AT1;AT12;AT126;30828;Hohenruppersdorf;95_;2;1;1;2013
AT1;AT12;AT125;30829;Jedenspeigen;0_4;30;18;12;2013
AT1;AT12;AT125;30829;Jedenspeigen;5_9;33;13;20;2013
AT1;AT12;AT125;30829;Jedenspeigen;10_14;48;28;20;2013
AT1;AT12;AT125;30829;Jedenspeigen;15_19;50;29;21;2013
AT1;AT12;AT125;30829;Jedenspeigen;20_24;54;22;32;2013
AT1;AT12;AT125;30829;Jedenspeigen;25_29;59;29;30;2013
AT1;AT12;AT125;30829;Jedenspeigen;30_34;84;47;37;2013
AT1;AT12;AT125;30829;Jedenspeigen;35_39;59;32;27;2013
AT1;AT12;AT125;30829;Jedenspeigen;40_44;59;29;30;2013
AT1;AT12;AT125;30829;Jedenspeigen;45_49;104;51;53;2013
AT1;AT12;AT125;30829;Jedenspeigen;50_54;81;50;31;2013
AT1;AT12;AT125;30829;Jedenspeigen;55_59;90;40;50;2013
AT1;AT12;AT125;30829;Jedenspeigen;60_64;74;40;34;2013
AT1;AT12;AT125;30829;Jedenspeigen;65_69;47;22;25;2013
AT1;AT12;AT125;30829;Jedenspeigen;70_74;80;43;37;2013
AT1;AT12;AT125;30829;Jedenspeigen;75_79;46;18;28;2013
AT1;AT12;AT125;30829;Jedenspeigen;80_84;32;13;19;2013
AT1;AT12;AT125;30829;Jedenspeigen;85_89;18;7;11;2013
AT1;AT12;AT125;30829;Jedenspeigen;90_94;10;1;9;2013
AT1;AT12;AT125;30829;Jedenspeigen;95_;0;0;0;2013
AT1;AT12;AT126;30830;Lassee;0_4;107;57;50;2013
AT1;AT12;AT126;30830;Lassee;5_9;150;81;69;2013
AT1;AT12;AT126;30830;Lassee;10_14;133;56;77;2013
AT1;AT12;AT126;30830;Lassee;15_19;171;88;83;2013
AT1;AT12;AT126;30830;Lassee;20_24;157;76;81;2013
AT1;AT12;AT126;30830;Lassee;25_29;142;68;74;2013
AT1;AT12;AT126;30830;Lassee;30_34;147;73;74;2013
AT1;AT12;AT126;30830;Lassee;35_39;164;78;86;2013
AT1;AT12;AT126;30830;Lassee;40_44;237;130;107;2013
AT1;AT12;AT126;30830;Lassee;45_49;243;126;117;2013
AT1;AT12;AT126;30830;Lassee;50_54;190;104;86;2013
AT1;AT12;AT126;30830;Lassee;55_59;161;73;88;2013
AT1;AT12;AT126;30830;Lassee;60_64;149;81;68;2013
AT1;AT12;AT126;30830;Lassee;65_69;120;63;57;2013
AT1;AT12;AT126;30830;Lassee;70_74;123;64;59;2013
AT1;AT12;AT126;30830;Lassee;75_79;67;23;44;2013
AT1;AT12;AT126;30830;Lassee;80_84;60;24;36;2013
AT1;AT12;AT126;30830;Lassee;85_89;37;13;24;2013
AT1;AT12;AT126;30830;Lassee;90_94;12;5;7;2013
AT1;AT12;AT126;30830;Lassee;95_;0;0;0;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;0_4;105;59;46;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;5_9;137;70;67;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;10_14;147;66;81;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;15_19;157;84;73;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;20_24;145;72;73;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;25_29;138;75;63;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;30_34;130;66;64;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;35_39;155;76;79;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;40_44;225;111;114;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;45_49;265;134;131;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;50_54;210;108;102;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;55_59;161;75;86;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;60_64;162;72;90;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;65_69;133;58;75;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;70_74;133;70;63;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;75_79;86;30;56;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;80_84;52;20;32;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;85_89;38;11;27;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;90_94;11;3;8;2013
AT1;AT12;AT126;30831;Leopoldsdorf im Marchfelde;95_;2;0;2;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;0_4;15;10;5;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;5_9;13;5;8;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;10_14;15;8;7;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;15_19;28;17;11;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;20_24;28;18;10;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;25_29;12;7;5;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;30_34;24;10;14;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;35_39;26;16;10;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;40_44;19;9;10;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;45_49;36;15;21;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;50_54;38;23;15;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;55_59;34;21;13;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;60_64;32;20;12;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;65_69;14;10;4;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;70_74;17;9;8;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;75_79;14;4;10;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;80_84;10;1;9;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;85_89;9;5;4;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;90_94;2;0;2;2013
AT1;AT12;AT126;30834;Mannsdorf an der Donau;95_;0;0;0;2013
AT1;AT12;AT126;30835;Marchegg;0_4;122;72;50;2013
AT1;AT12;AT126;30835;Marchegg;5_9;159;75;84;2013
AT1;AT12;AT126;30835;Marchegg;10_14;149;82;67;2013
AT1;AT12;AT126;30835;Marchegg;15_19;166;73;93;2013
AT1;AT12;AT126;30835;Marchegg;20_24;164;89;75;2013
AT1;AT12;AT126;30835;Marchegg;25_29;159;80;79;2013
AT1;AT12;AT126;30835;Marchegg;30_34;146;78;68;2013
AT1;AT12;AT126;30835;Marchegg;35_39;164;77;87;2013
AT1;AT12;AT126;30835;Marchegg;40_44;267;136;131;2013
AT1;AT12;AT126;30835;Marchegg;45_49;233;128;105;2013
AT1;AT12;AT126;30835;Marchegg;50_54;227;112;115;2013
AT1;AT12;AT126;30835;Marchegg;55_59;184;100;84;2013
AT1;AT12;AT126;30835;Marchegg;60_64;177;96;81;2013
AT1;AT12;AT126;30835;Marchegg;65_69;154;74;80;2013
AT1;AT12;AT126;30835;Marchegg;70_74;183;76;107;2013
AT1;AT12;AT126;30835;Marchegg;75_79;106;47;59;2013
AT1;AT12;AT126;30835;Marchegg;80_84;85;34;51;2013
AT1;AT12;AT126;30835;Marchegg;85_89;38;11;27;2013
AT1;AT12;AT126;30835;Marchegg;90_94;11;2;9;2013
AT1;AT12;AT126;30835;Marchegg;95_;1;0;1;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;0_4;28;15;13;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;5_9;37;22;15;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;10_14;44;22;22;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;15_19;50;23;27;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;20_24;64;38;26;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;25_29;38;15;23;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;30_34;59;27;32;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;35_39;69;35;34;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;40_44;66;26;40;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;45_49;75;37;38;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;50_54;63;36;27;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;55_59;51;32;19;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;60_64;50;25;25;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;65_69;37;18;19;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;70_74;46;17;29;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;75_79;21;12;9;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;80_84;26;10;16;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;85_89;6;2;4;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;90_94;3;1;2;2013
AT1;AT12;AT126;30836;Markgrafneusiedl;95_;2;1;1;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;0_4;140;74;66;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;5_9;135;66;69;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;10_14;150;79;71;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;15_19;150;71;79;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;20_24;148;76;72;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;25_29;136;76;60;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;30_34;153;77;76;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;35_39;151;74;77;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;40_44;219;102;117;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;45_49;277;152;125;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;50_54;224;112;112;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;55_59;186;103;83;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;60_64;138;69;69;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;65_69;140;66;74;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;70_74;151;72;79;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;75_79;90;42;48;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;80_84;69;25;44;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;85_89;36;10;26;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;90_94;13;2;11;2013
AT1;AT12;AT126;30838;Matzen-Raggendorf;95_;2;1;1;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;0_4;56;30;26;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;5_9;48;21;27;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;10_14;59;32;27;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;15_19;76;43;33;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;20_24;60;31;29;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;25_29;69;35;34;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;30_34;56;27;29;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;35_39;68;27;41;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;40_44;85;44;41;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;45_49;112;58;54;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;50_54;109;59;50;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;55_59;92;41;51;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;60_64;103;61;42;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;65_69;62;34;28;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;70_74;68;30;38;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;75_79;55;24;31;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;80_84;35;14;21;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;85_89;16;3;13;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;90_94;10;2;8;2013
AT1;AT12;AT125;30841;Neusiedl an der Zaya;95_;2;1;1;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;0_4;56;23;33;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;5_9;100;55;45;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;10_14;125;61;64;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;15_19;130;69;61;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;20_24;78;38;40;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;25_29;67;32;35;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;30_34;91;43;48;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;35_39;107;49;58;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;40_44;169;85;84;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;45_49;169;88;81;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;50_54;153;87;66;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;55_59;94;43;51;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;60_64;88;43;45;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;65_69;83;45;38;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;70_74;85;47;38;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;75_79;43;13;30;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;80_84;32;11;21;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;85_89;21;7;14;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;90_94;5;1;4;2013
AT1;AT12;AT126;30842;Obersiebenbrunn;95_;4;1;3;2013
AT1;AT12;AT126;30844;Orth an der Donau;0_4;83;39;44;2013
AT1;AT12;AT126;30844;Orth an der Donau;5_9;96;47;49;2013
AT1;AT12;AT126;30844;Orth an der Donau;10_14;93;43;50;2013
AT1;AT12;AT126;30844;Orth an der Donau;15_19;107;61;46;2013
AT1;AT12;AT126;30844;Orth an der Donau;20_24;105;51;54;2013
AT1;AT12;AT126;30844;Orth an der Donau;25_29;102;43;59;2013
AT1;AT12;AT126;30844;Orth an der Donau;30_34;130;66;64;2013
AT1;AT12;AT126;30844;Orth an der Donau;35_39;143;70;73;2013
AT1;AT12;AT126;30844;Orth an der Donau;40_44;138;66;72;2013
AT1;AT12;AT126;30844;Orth an der Donau;45_49;172;85;87;2013
AT1;AT12;AT126;30844;Orth an der Donau;50_54;153;86;67;2013
AT1;AT12;AT126;30844;Orth an der Donau;55_59;143;70;73;2013
AT1;AT12;AT126;30844;Orth an der Donau;60_64;122;62;60;2013
AT1;AT12;AT126;30844;Orth an der Donau;65_69;100;48;52;2013
AT1;AT12;AT126;30844;Orth an der Donau;70_74;116;54;62;2013
AT1;AT12;AT126;30844;Orth an der Donau;75_79;74;32;42;2013
AT1;AT12;AT126;30844;Orth an der Donau;80_84;60;23;37;2013
AT1;AT12;AT126;30844;Orth an der Donau;85_89;55;11;44;2013
AT1;AT12;AT126;30844;Orth an der Donau;90_94;32;5;27;2013
AT1;AT12;AT126;30844;Orth an der Donau;95_;9;2;7;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;0_4;53;28;25;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;5_9;60;28;32;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;10_14;65;34;31;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;15_19;53;25;28;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;20_24;66;32;34;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;25_29;58;26;32;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;30_34;78;40;38;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;35_39;80;43;37;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;40_44;91;47;44;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;45_49;95;50;45;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;50_54;98;47;51;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;55_59;106;52;54;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;60_64;90;44;46;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;65_69;59;28;31;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;70_74;87;45;42;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;75_79;56;29;27;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;80_84;44;18;26;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;85_89;24;4;20;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;90_94;5;1;4;2013
AT1;AT12;AT125;30845;Palterndorf-Dobermannsdorf;95_;0;0;0;2013
AT1;AT12;AT126;30846;Parbasdorf;0_4;5;2;3;2013
AT1;AT12;AT126;30846;Parbasdorf;5_9;11;9;2;2013
AT1;AT12;AT126;30846;Parbasdorf;10_14;11;6;5;2013
AT1;AT12;AT126;30846;Parbasdorf;15_19;11;4;7;2013
AT1;AT12;AT126;30846;Parbasdorf;20_24;9;6;3;2013
AT1;AT12;AT126;30846;Parbasdorf;25_29;6;3;3;2013
AT1;AT12;AT126;30846;Parbasdorf;30_34;9;4;5;2013
AT1;AT12;AT126;30846;Parbasdorf;35_39;16;11;5;2013
AT1;AT12;AT126;30846;Parbasdorf;40_44;8;4;4;2013
AT1;AT12;AT126;30846;Parbasdorf;45_49;16;6;10;2013
AT1;AT12;AT126;30846;Parbasdorf;50_54;13;7;6;2013
AT1;AT12;AT126;30846;Parbasdorf;55_59;9;4;5;2013
AT1;AT12;AT126;30846;Parbasdorf;60_64;10;6;4;2013
AT1;AT12;AT126;30846;Parbasdorf;65_69;3;1;2;2013
AT1;AT12;AT126;30846;Parbasdorf;70_74;6;1;5;2013
AT1;AT12;AT126;30846;Parbasdorf;75_79;6;2;4;2013
AT1;AT12;AT126;30846;Parbasdorf;80_84;3;2;1;2013
AT1;AT12;AT126;30846;Parbasdorf;85_89;4;3;1;2013
AT1;AT12;AT126;30846;Parbasdorf;90_94;1;0;1;2013
AT1;AT12;AT126;30846;Parbasdorf;95_;0;0;0;2013
AT1;AT12;AT126;30848;Prottes;0_4;60;36;24;2013
AT1;AT12;AT126;30848;Prottes;5_9;63;38;25;2013
AT1;AT12;AT126;30848;Prottes;10_14;61;30;31;2013
AT1;AT12;AT126;30848;Prottes;15_19;70;29;41;2013
AT1;AT12;AT126;30848;Prottes;20_24;85;39;46;2013
AT1;AT12;AT126;30848;Prottes;25_29;88;43;45;2013
AT1;AT12;AT126;30848;Prottes;30_34;86;46;40;2013
AT1;AT12;AT126;30848;Prottes;35_39;71;36;35;2013
AT1;AT12;AT126;30848;Prottes;40_44;113;49;64;2013
AT1;AT12;AT126;30848;Prottes;45_49;117;60;57;2013
AT1;AT12;AT126;30848;Prottes;50_54;139;70;69;2013
AT1;AT12;AT126;30848;Prottes;55_59;90;41;49;2013
AT1;AT12;AT126;30848;Prottes;60_64;92;54;38;2013
AT1;AT12;AT126;30848;Prottes;65_69;74;30;44;2013
AT1;AT12;AT126;30848;Prottes;70_74;69;29;40;2013
AT1;AT12;AT126;30848;Prottes;75_79;45;24;21;2013
AT1;AT12;AT126;30848;Prottes;80_84;41;13;28;2013
AT1;AT12;AT126;30848;Prottes;85_89;21;7;14;2013
AT1;AT12;AT126;30848;Prottes;90_94;8;3;5;2013
AT1;AT12;AT126;30848;Prottes;95_;1;1;0;2013
