Bevölkerung nach Alter, Geschlecht und Gemeinden, 2012-2015 | population by age, sex and lau2, 2012-2015;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;AGE_GROUP;POP_TOTAL;POP_MALE;POP_FEMALE;YEAR
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;50_54;142;77;65;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;55_59;99;51;48;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;60_64;99;58;41;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;65_69;73;36;37;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;70_74;68;36;32;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;75_79;59;27;32;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;80_84;52;18;34;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;85_89;38;10;28;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;90_94;8;1;7;2014
AT1;AT12;AT125;30850;Ringelsdorf-Niederabsdorf;95_;5;2;3;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;0_4;80;36;44;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;5_9;105;50;55;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;10_14;116;63;53;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;15_19;103;60;43;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;20_24;123;74;49;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;25_29;90;45;45;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;30_34;115;59;56;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;35_39;120;63;57;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;40_44;132;58;74;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;45_49;164;83;81;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;50_54;188;96;92;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;55_59;154;80;74;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;60_64;139;68;71;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;65_69;96;52;44;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;70_74;105;55;50;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;75_79;59;23;36;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;80_84;40;17;23;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;85_89;24;6;18;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;90_94;11;3;8;2014
AT1;AT12;AT126;30852;Schönkirchen-Reyersdorf;95_;0;0;0;2014
AT1;AT12;AT126;30854;Spannberg;0_4;41;19;22;2014
AT1;AT12;AT126;30854;Spannberg;5_9;46;21;25;2014
AT1;AT12;AT126;30854;Spannberg;10_14;53;30;23;2014
AT1;AT12;AT126;30854;Spannberg;15_19;35;19;16;2014
AT1;AT12;AT126;30854;Spannberg;20_24;67;37;30;2014
AT1;AT12;AT126;30854;Spannberg;25_29;71;37;34;2014
AT1;AT12;AT126;30854;Spannberg;30_34;48;23;25;2014
AT1;AT12;AT126;30854;Spannberg;35_39;56;33;23;2014
AT1;AT12;AT126;30854;Spannberg;40_44;74;39;35;2014
AT1;AT12;AT126;30854;Spannberg;45_49;74;42;32;2014
AT1;AT12;AT126;30854;Spannberg;50_54;80;37;43;2014
AT1;AT12;AT126;30854;Spannberg;55_59;79;45;34;2014
AT1;AT12;AT126;30854;Spannberg;60_64;47;25;22;2014
AT1;AT12;AT126;30854;Spannberg;65_69;34;14;20;2014
AT1;AT12;AT126;30854;Spannberg;70_74;43;22;21;2014
AT1;AT12;AT126;30854;Spannberg;75_79;34;13;21;2014
AT1;AT12;AT126;30854;Spannberg;80_84;24;7;17;2014
AT1;AT12;AT126;30854;Spannberg;85_89;21;7;14;2014
AT1;AT12;AT126;30854;Spannberg;90_94;2;1;1;2014
AT1;AT12;AT126;30854;Spannberg;95_;0;0;0;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;0_4;414;212;202;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;5_9;439;245;194;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;10_14;499;237;262;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;15_19;540;283;257;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;20_24;467;253;214;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;25_29;393;191;202;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;30_34;518;240;278;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;35_39;562;273;289;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;40_44;745;368;377;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;45_49;828;421;407;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;50_54;756;389;367;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;55_59;605;300;305;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;60_64;507;237;270;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;65_69;470;220;250;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;70_74;551;271;280;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;75_79;288;148;140;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;80_84;213;89;124;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;85_89;121;43;78;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;90_94;30;7;23;2014
AT1;AT12;AT126;30856;Strasshof an der Nordbahn;95_;2;0;2;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;0_4;46;22;24;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;5_9;51;30;21;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;10_14;46;25;21;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;15_19;68;42;26;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;20_24;65;31;34;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;25_29;62;29;33;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;30_34;60;29;31;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;35_39;66;31;35;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;40_44;98;55;43;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;45_49;111;57;54;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;50_54;123;62;61;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;55_59;90;52;38;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;60_64;72;34;38;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;65_69;59;32;27;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;70_74;63;32;31;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;75_79;51;20;31;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;80_84;33;13;20;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;85_89;19;7;12;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;90_94;3;1;2;2014
AT1;AT12;AT125;30857;Sulz im Weinviertel;95_;0;0;0;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;0_4;55;29;26;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;5_9;62;36;26;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;10_14;61;37;24;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;15_19;95;42;53;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;20_24;97;50;47;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;25_29;85;43;42;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;30_34;82;46;36;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;35_39;73;35;38;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;40_44;119;58;61;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;45_49;160;72;88;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;50_54;163;93;70;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;55_59;106;52;54;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;60_64;90;36;54;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;65_69;66;32;34;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;70_74;73;31;42;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;75_79;56;26;30;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;80_84;35;14;21;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;85_89;20;4;16;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;90_94;8;2;6;2014
AT1;AT12;AT126;30858;Untersiebenbrunn;95_;1;0;1;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;0_4;45;27;18;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;5_9;19;11;8;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;10_14;25;17;8;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;15_19;31;11;20;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;20_24;35;15;20;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;25_29;48;31;17;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;30_34;52;23;29;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;35_39;33;21;12;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;40_44;41;22;19;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;45_49;64;31;33;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;50_54;61;35;26;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;55_59;65;27;38;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;60_64;53;25;28;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;65_69;47;29;18;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;70_74;43;18;25;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;75_79;28;12;16;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;80_84;38;16;22;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;85_89;15;7;8;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;90_94;6;1;5;2014
AT1;AT12;AT126;30859;Velm-Götzendorf;95_;1;0;1;2014
AT1;AT12;AT126;30860;Weikendorf;0_4;93;46;47;2014
AT1;AT12;AT126;30860;Weikendorf;5_9;99;51;48;2014
AT1;AT12;AT126;30860;Weikendorf;10_14;96;51;45;2014
AT1;AT12;AT126;30860;Weikendorf;15_19;97;41;56;2014
AT1;AT12;AT126;30860;Weikendorf;20_24;106;48;58;2014
AT1;AT12;AT126;30860;Weikendorf;25_29;98;50;48;2014
AT1;AT12;AT126;30860;Weikendorf;30_34;99;47;52;2014
AT1;AT12;AT126;30860;Weikendorf;35_39;105;57;48;2014
AT1;AT12;AT126;30860;Weikendorf;40_44;139;59;80;2014
AT1;AT12;AT126;30860;Weikendorf;45_49;158;80;78;2014
AT1;AT12;AT126;30860;Weikendorf;50_54;177;82;95;2014
AT1;AT12;AT126;30860;Weikendorf;55_59;167;92;75;2014
AT1;AT12;AT126;30860;Weikendorf;60_64;131;75;56;2014
AT1;AT12;AT126;30860;Weikendorf;65_69;102;42;60;2014
AT1;AT12;AT126;30860;Weikendorf;70_74;109;55;54;2014
AT1;AT12;AT126;30860;Weikendorf;75_79;62;27;35;2014
AT1;AT12;AT126;30860;Weikendorf;80_84;50;22;28;2014
AT1;AT12;AT126;30860;Weikendorf;85_89;28;4;24;2014
AT1;AT12;AT126;30860;Weikendorf;90_94;12;2;10;2014
AT1;AT12;AT126;30860;Weikendorf;95_;2;1;1;2014
AT1;AT12;AT125;30863;Zistersdorf;0_4;176;95;81;2014
AT1;AT12;AT125;30863;Zistersdorf;5_9;208;102;106;2014
AT1;AT12;AT125;30863;Zistersdorf;10_14;241;115;126;2014
AT1;AT12;AT125;30863;Zistersdorf;15_19;299;157;142;2014
AT1;AT12;AT125;30863;Zistersdorf;20_24;313;167;146;2014
AT1;AT12;AT125;30863;Zistersdorf;25_29;261;139;122;2014
AT1;AT12;AT125;30863;Zistersdorf;30_34;285;141;144;2014
AT1;AT12;AT125;30863;Zistersdorf;35_39;287;157;130;2014
AT1;AT12;AT125;30863;Zistersdorf;40_44;412;203;209;2014
AT1;AT12;AT125;30863;Zistersdorf;45_49;444;227;217;2014
AT1;AT12;AT125;30863;Zistersdorf;50_54;454;233;221;2014
AT1;AT12;AT125;30863;Zistersdorf;55_59;412;214;198;2014
AT1;AT12;AT125;30863;Zistersdorf;60_64;348;181;167;2014
AT1;AT12;AT125;30863;Zistersdorf;65_69;273;136;137;2014
AT1;AT12;AT125;30863;Zistersdorf;70_74;312;138;174;2014
AT1;AT12;AT125;30863;Zistersdorf;75_79;242;106;136;2014
AT1;AT12;AT125;30863;Zistersdorf;80_84;197;83;114;2014
AT1;AT12;AT125;30863;Zistersdorf;85_89;121;27;94;2014
AT1;AT12;AT125;30863;Zistersdorf;90_94;55;11;44;2014
AT1;AT12;AT125;30863;Zistersdorf;95_;11;1;10;2014
AT1;AT12;AT126;30865;Weiden an der March;0_4;52;32;20;2014
AT1;AT12;AT126;30865;Weiden an der March;5_9;50;25;25;2014
AT1;AT12;AT126;30865;Weiden an der March;10_14;50;26;24;2014
AT1;AT12;AT126;30865;Weiden an der March;15_19;50;27;23;2014
AT1;AT12;AT126;30865;Weiden an der March;20_24;62;34;28;2014
AT1;AT12;AT126;30865;Weiden an der March;25_29;61;32;29;2014
AT1;AT12;AT126;30865;Weiden an der March;30_34;74;41;33;2014
AT1;AT12;AT126;30865;Weiden an der March;35_39;58;31;27;2014
AT1;AT12;AT126;30865;Weiden an der March;40_44;69;33;36;2014
AT1;AT12;AT126;30865;Weiden an der March;45_49;73;38;35;2014
AT1;AT12;AT126;30865;Weiden an der March;50_54;107;53;54;2014
AT1;AT12;AT126;30865;Weiden an der March;55_59;61;38;23;2014
AT1;AT12;AT126;30865;Weiden an der March;60_64;43;21;22;2014
AT1;AT12;AT126;30865;Weiden an der March;65_69;54;29;25;2014
AT1;AT12;AT126;30865;Weiden an der March;70_74;53;23;30;2014
AT1;AT12;AT126;30865;Weiden an der March;75_79;37;18;19;2014
AT1;AT12;AT126;30865;Weiden an der March;80_84;41;18;23;2014
AT1;AT12;AT126;30865;Weiden an der March;85_89;10;6;4;2014
AT1;AT12;AT126;30865;Weiden an der March;90_94;7;1;6;2014
AT1;AT12;AT126;30865;Weiden an der March;95_;1;0;1;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;0_4;32;16;16;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;5_9;62;31;31;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;10_14;60;27;33;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;15_19;64;28;36;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;20_24;51;24;27;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;25_29;57;28;29;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;30_34;47;26;21;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;35_39;55;27;28;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;40_44;101;56;45;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;45_49;99;50;49;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;50_54;85;42;43;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;55_59;78;45;33;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;60_64;73;30;43;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;65_69;72;37;35;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;70_74;72;34;38;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;75_79;46;16;30;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;80_84;39;17;22;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;85_89;24;11;13;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;90_94;10;2;8;2014
AT1;AT12;AT124;30902;Amaliendorf-Aalfang;95_;2;0;2;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;0_4;46;18;28;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;5_9;57;32;25;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;10_14;56;29;27;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;15_19;86;49;37;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;20_24;76;40;36;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;25_29;83;53;30;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;30_34;68;36;32;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;35_39;98;42;56;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;40_44;111;70;41;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;45_49;121;64;57;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;50_54;138;72;66;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;55_59;124;64;60;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;60_64;110;56;54;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;65_69;103;46;57;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;70_74;121;56;65;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;75_79;92;43;49;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;80_84;72;20;52;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;85_89;47;20;27;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;90_94;15;1;14;2014
AT1;AT12;AT124;30903;Brand-Nagelberg;95_;2;1;1;2014
AT1;AT12;AT124;30904;Eggern;0_4;24;11;13;2014
AT1;AT12;AT124;30904;Eggern;5_9;46;27;19;2014
AT1;AT12;AT124;30904;Eggern;10_14;48;22;26;2014
AT1;AT12;AT124;30904;Eggern;15_19;35;18;17;2014
AT1;AT12;AT124;30904;Eggern;20_24;32;19;13;2014
AT1;AT12;AT124;30904;Eggern;25_29;37;22;15;2014
AT1;AT12;AT124;30904;Eggern;30_34;52;30;22;2014
AT1;AT12;AT124;30904;Eggern;35_39;44;20;24;2014
AT1;AT12;AT124;30904;Eggern;40_44;62;32;30;2014
AT1;AT12;AT124;30904;Eggern;45_49;50;30;20;2014
AT1;AT12;AT124;30904;Eggern;50_54;53;29;24;2014
AT1;AT12;AT124;30904;Eggern;55_59;50;29;21;2014
AT1;AT12;AT124;30904;Eggern;60_64;32;16;16;2014
AT1;AT12;AT124;30904;Eggern;65_69;38;15;23;2014
AT1;AT12;AT124;30904;Eggern;70_74;43;20;23;2014
AT1;AT12;AT124;30904;Eggern;75_79;42;22;20;2014
AT1;AT12;AT124;30904;Eggern;80_84;21;5;16;2014
AT1;AT12;AT124;30904;Eggern;85_89;12;3;9;2014
AT1;AT12;AT124;30904;Eggern;90_94;4;1;3;2014
AT1;AT12;AT124;30904;Eggern;95_;1;0;1;2014
AT1;AT12;AT124;30906;Eisgarn;0_4;29;19;10;2014
AT1;AT12;AT124;30906;Eisgarn;5_9;30;17;13;2014
AT1;AT12;AT124;30906;Eisgarn;10_14;27;14;13;2014
AT1;AT12;AT124;30906;Eisgarn;15_19;38;16;22;2014
AT1;AT12;AT124;30906;Eisgarn;20_24;27;14;13;2014
AT1;AT12;AT124;30906;Eisgarn;25_29;41;20;21;2014
AT1;AT12;AT124;30906;Eisgarn;30_34;38;17;21;2014
AT1;AT12;AT124;30906;Eisgarn;35_39;42;24;18;2014
AT1;AT12;AT124;30906;Eisgarn;40_44;46;24;22;2014
AT1;AT12;AT124;30906;Eisgarn;45_49;49;26;23;2014
AT1;AT12;AT124;30906;Eisgarn;50_54;46;21;25;2014
AT1;AT12;AT124;30906;Eisgarn;55_59;44;19;25;2014
AT1;AT12;AT124;30906;Eisgarn;60_64;52;29;23;2014
AT1;AT12;AT124;30906;Eisgarn;65_69;37;17;20;2014
AT1;AT12;AT124;30906;Eisgarn;70_74;50;28;22;2014
AT1;AT12;AT124;30906;Eisgarn;75_79;40;22;18;2014
AT1;AT12;AT124;30906;Eisgarn;80_84;28;14;14;2014
AT1;AT12;AT124;30906;Eisgarn;85_89;16;4;12;2014
AT1;AT12;AT124;30906;Eisgarn;90_94;2;1;1;2014
AT1;AT12;AT124;30906;Eisgarn;95_;0;0;0;2014
AT1;AT12;AT124;30908;Gmünd;0_4;179;96;83;2014
AT1;AT12;AT124;30908;Gmünd;5_9;190;86;104;2014
AT1;AT12;AT124;30908;Gmünd;10_14;202;106;96;2014
AT1;AT12;AT124;30908;Gmünd;15_19;276;153;123;2014
AT1;AT12;AT124;30908;Gmünd;20_24;380;195;185;2014
AT1;AT12;AT124;30908;Gmünd;25_29;280;154;126;2014
AT1;AT12;AT124;30908;Gmünd;30_34;256;133;123;2014
AT1;AT12;AT124;30908;Gmünd;35_39;253;125;128;2014
AT1;AT12;AT124;30908;Gmünd;40_44;361;183;178;2014
AT1;AT12;AT124;30908;Gmünd;45_49;418;184;234;2014
AT1;AT12;AT124;30908;Gmünd;50_54;461;216;245;2014
AT1;AT12;AT124;30908;Gmünd;55_59;391;202;189;2014
AT1;AT12;AT124;30908;Gmünd;60_64;350;169;181;2014
AT1;AT12;AT124;30908;Gmünd;65_69;335;139;196;2014
AT1;AT12;AT124;30908;Gmünd;70_74;387;171;216;2014
AT1;AT12;AT124;30908;Gmünd;75_79;235;108;127;2014
AT1;AT12;AT124;30908;Gmünd;80_84;195;71;124;2014
AT1;AT12;AT124;30908;Gmünd;85_89;138;46;92;2014
AT1;AT12;AT124;30908;Gmünd;90_94;28;5;23;2014
AT1;AT12;AT124;30908;Gmünd;95_;9;2;7;2014
AT1;AT12;AT124;30909;Großdietmanns;0_4;104;50;54;2014
AT1;AT12;AT124;30909;Großdietmanns;5_9;85;41;44;2014
AT1;AT12;AT124;30909;Großdietmanns;10_14;118;60;58;2014
AT1;AT12;AT124;30909;Großdietmanns;15_19;123;62;61;2014
AT1;AT12;AT124;30909;Großdietmanns;20_24;143;81;62;2014
AT1;AT12;AT124;30909;Großdietmanns;25_29;132;61;71;2014
AT1;AT12;AT124;30909;Großdietmanns;30_34;137;69;68;2014
AT1;AT12;AT124;30909;Großdietmanns;35_39;121;66;55;2014
AT1;AT12;AT124;30909;Großdietmanns;40_44;184;92;92;2014
AT1;AT12;AT124;30909;Großdietmanns;45_49;219;107;112;2014
AT1;AT12;AT124;30909;Großdietmanns;50_54;188;106;82;2014
AT1;AT12;AT124;30909;Großdietmanns;55_59;153;77;76;2014
AT1;AT12;AT124;30909;Großdietmanns;60_64;137;80;57;2014
AT1;AT12;AT124;30909;Großdietmanns;65_69;95;45;50;2014
AT1;AT12;AT124;30909;Großdietmanns;70_74;123;62;61;2014
AT1;AT12;AT124;30909;Großdietmanns;75_79;94;36;58;2014
AT1;AT12;AT124;30909;Großdietmanns;80_84;77;41;36;2014
AT1;AT12;AT124;30909;Großdietmanns;85_89;35;12;23;2014
AT1;AT12;AT124;30909;Großdietmanns;90_94;11;5;6;2014
AT1;AT12;AT124;30909;Großdietmanns;95_;4;0;4;2014
AT1;AT12;AT124;30910;Bad Großpertholz;0_4;57;30;27;2014
AT1;AT12;AT124;30910;Bad Großpertholz;5_9;43;23;20;2014
AT1;AT12;AT124;30910;Bad Großpertholz;10_14;55;26;29;2014
AT1;AT12;AT124;30910;Bad Großpertholz;15_19;63;39;24;2014
AT1;AT12;AT124;30910;Bad Großpertholz;20_24;74;38;36;2014
AT1;AT12;AT124;30910;Bad Großpertholz;25_29;84;53;31;2014
AT1;AT12;AT124;30910;Bad Großpertholz;30_34;95;59;36;2014
AT1;AT12;AT124;30910;Bad Großpertholz;35_39;63;32;31;2014
AT1;AT12;AT124;30910;Bad Großpertholz;40_44;79;41;38;2014
AT1;AT12;AT124;30910;Bad Großpertholz;45_49;129;75;54;2014
AT1;AT12;AT124;30910;Bad Großpertholz;50_54;102;53;49;2014
AT1;AT12;AT124;30910;Bad Großpertholz;55_59;93;46;47;2014
AT1;AT12;AT124;30910;Bad Großpertholz;60_64;91;46;45;2014
AT1;AT12;AT124;30910;Bad Großpertholz;65_69;68;33;35;2014
AT1;AT12;AT124;30910;Bad Großpertholz;70_74;74;44;30;2014
AT1;AT12;AT124;30910;Bad Großpertholz;75_79;79;32;47;2014
AT1;AT12;AT124;30910;Bad Großpertholz;80_84;58;23;35;2014
AT1;AT12;AT124;30910;Bad Großpertholz;85_89;30;13;17;2014
AT1;AT12;AT124;30910;Bad Großpertholz;90_94;10;2;8;2014
AT1;AT12;AT124;30910;Bad Großpertholz;95_;0;0;0;2014
AT1;AT12;AT124;30912;Großschönau;0_4;64;33;31;2014
AT1;AT12;AT124;30912;Großschönau;5_9;61;36;25;2014
AT1;AT12;AT124;30912;Großschönau;10_14;65;39;26;2014
AT1;AT12;AT124;30912;Großschönau;15_19;86;47;39;2014
AT1;AT12;AT124;30912;Großschönau;20_24;79;37;42;2014
AT1;AT12;AT124;30912;Großschönau;25_29;69;29;40;2014
AT1;AT12;AT124;30912;Großschönau;30_34;84;50;34;2014
AT1;AT12;AT124;30912;Großschönau;35_39;72;40;32;2014
AT1;AT12;AT124;30912;Großschönau;40_44;87;42;45;2014
AT1;AT12;AT124;30912;Großschönau;45_49;94;55;39;2014
AT1;AT12;AT124;30912;Großschönau;50_54;108;49;59;2014
AT1;AT12;AT124;30912;Großschönau;55_59;83;47;36;2014
AT1;AT12;AT124;30912;Großschönau;60_64;75;40;35;2014
AT1;AT12;AT124;30912;Großschönau;65_69;42;18;24;2014
AT1;AT12;AT124;30912;Großschönau;70_74;50;28;22;2014
AT1;AT12;AT124;30912;Großschönau;75_79;46;17;29;2014
AT1;AT12;AT124;30912;Großschönau;80_84;42;16;26;2014
AT1;AT12;AT124;30912;Großschönau;85_89;26;6;20;2014
AT1;AT12;AT124;30912;Großschönau;90_94;5;2;3;2014
AT1;AT12;AT124;30912;Großschönau;95_;0;0;0;2014
AT1;AT12;AT124;30913;Moorbad Harbach;0_4;29;13;16;2014
AT1;AT12;AT124;30913;Moorbad Harbach;5_9;29;13;16;2014
AT1;AT12;AT124;30913;Moorbad Harbach;10_14;48;23;25;2014
AT1;AT12;AT124;30913;Moorbad Harbach;15_19;48;28;20;2014
AT1;AT12;AT124;30913;Moorbad Harbach;20_24;33;20;13;2014
AT1;AT12;AT124;30913;Moorbad Harbach;25_29;34;18;16;2014
AT1;AT12;AT124;30913;Moorbad Harbach;30_34;29;19;10;2014
AT1;AT12;AT124;30913;Moorbad Harbach;35_39;45;20;25;2014
AT1;AT12;AT124;30913;Moorbad Harbach;40_44;43;22;21;2014
AT1;AT12;AT124;30913;Moorbad Harbach;45_49;52;30;22;2014
AT1;AT12;AT124;30913;Moorbad Harbach;50_54;55;21;34;2014
AT1;AT12;AT124;30913;Moorbad Harbach;55_59;57;31;26;2014
AT1;AT12;AT124;30913;Moorbad Harbach;60_64;38;21;17;2014
AT1;AT12;AT124;30913;Moorbad Harbach;65_69;26;12;14;2014
AT1;AT12;AT124;30913;Moorbad Harbach;70_74;48;26;22;2014
AT1;AT12;AT124;30913;Moorbad Harbach;75_79;26;12;14;2014
AT1;AT12;AT124;30913;Moorbad Harbach;80_84;17;7;10;2014
AT1;AT12;AT124;30913;Moorbad Harbach;85_89;10;1;9;2014
